t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,ah_accum_chg,wh_accum_chg,soc_gt_chg,soc_est_chg,phase_chg,t_rem_true_min,i_mean_60s,t_rem_min_chg_raw,t_rem_min_chg
4735896,3.54292,3.6839,3.5378,49.2786,0.4932,CHG,29.20862,4735.896,2.670999999999367,1.747368798,0.6333372652097222,2.1394571603071864,0.178405675743759,0.1919203833968855,CHG,415.18106666666665,0.493226,415.63401961786866,415.63401961786866
4738567,3.5416000000000003,3.6937,3.5461,49.3373,0.493,CHG,29.22862,4738.567,2.6710000000002765,1.746009826,0.6337030438208334,2.1407526018362977,0.1785087124413806,0.1920312254002525,CHG,415.13655,0.4931976666666666,415.5894259057427,415.5894259057427
4741238,3.5421,3.6887,3.5349,49.3455,0.49288,CHG,29.188980000000004,4741.238,2.6710000000002765,1.74583041,0.6340687333986113,2.1420479108897443,0.1786117240590758,0.1921420404238216,CHG,415.0920333333333,0.49316633333333326,415.54482657084156,415.54482657084156
4743909,3.54308,3.687,3.5361,49.2645,0.4928599999999999,CHG,29.2308,4743.909,2.670999999999367,1.74624244,0.6344344081375001,2.143343525743606,0.1787147314967832,0.1922528509507576,CHG,415.0475166666666,0.4931336666666667,415.5002207336388,415.5002207336388
4746580,3.54098,3.701,3.5436,49.2403,0.49282,CHG,29.27186,4746.58,2.6710000000002765,1.7450651139999998,0.6348000531986112,2.1446382675921,0.1788177305745152,0.1923636524844276,CHG,415.003,0.49309766666666666,415.45560805004243,415.45560805004243
4749251,3.5397200000000004,3.692,3.5459,49.2609,0.4928599999999999,CHG,29.29582,4749.251,2.6710000000002765,1.74458489,0.6351657279375001,2.14593265377884,0.1789207380122227,0.1924744630113637,CHG,414.9584833333333,0.49305799999999994,415.4109879169788,415.4109879169788
4751922,3.5411,3.6896,3.5387,49.3115,0.4932,CHG,29.27534,4751.922,2.670999999999367,1.746469638,0.6355316549375001,2.14722843787854,0.1790238165097216,0.1925853499810606,CHG,414.9139666666667,0.4930256666666667,415.36635947056607,415.36635947056607
4754593,3.53976,3.6826,3.5337,49.3684,0.49332,CHG,29.28252,4754.593,2.6710000000002765,1.7462349339999998,0.6358976709708334,2.148524046792692,0.1791269200871469,0.1926962639305555,CHG,414.86945,0.4930013333333333,415.32172279591384,415.32172279591384
4757264,3.53934,3.7019,3.547,49.4329,0.4934,CHG,29.29174,4757.264,2.6710000000002765,1.746311138,0.6362637463597224,2.149819712059601,0.1792300403845231,0.1928071958665825,CHG,414.8249333333333,0.49297699999999994,415.27707858120596,415.27707858120596
4759935,3.54042,3.7002,3.5375,49.3096,0.49358,CHG,29.26198,4759.935,2.6710000000002765,1.7474809399999998,0.6366299552986112,2.1511162455110227,0.179333198301789,0.1929181682723064,CHG,414.7804166666666,0.49296033333333333,415.2324267388419,415.2324267388419
4762607,3.5416000000000003,3.6884,3.5322,49.3082,0.4935,CHG,29.20164,4762.607,2.6719999999995707,1.7477799959999998,0.6369962419652779,2.152413486369689,0.1794363781143032,0.1930291642319024,CHG,414.7358833333333,0.492946,415.18776698913143,415.18776698913143
4765278,3.5420000000000003,3.6888,3.5431,49.4082,0.49344,CHG,29.2002,4765.278,2.6710000000002765,1.747764956,0.6373623470319446,2.1537102305158227,0.1795395067716549,0.1931401051611953,CHG,414.6913666666666,0.492934,415.1431013350461,415.1431013350461
4767949,3.5443,3.6849,3.5377,49.323,0.49368,CHG,29.2176,4767.949,2.670999999999367,1.74975184,0.6377286301652779,2.1550084478252955,0.1796426855888594,0.1932511000500842,CHG,414.64685,0.4929286666666667,415.0984318020928,415.0984318020928
4770620,3.54328,3.6885,3.5532,49.4093,0.4937999999999999,CHG,29.194280000000003,4770.62,2.6710000000002765,1.749673012,0.6380950023319446,2.156306606996002,0.1797458894859903,0.1933621219187711,CHG,414.6023333333333,0.4929306666666666,415.05375864571647,415.05375864571647
4773291,3.54394,3.7068,3.5599,49.4212,0.49382,CHG,29.21602,4773.291,2.6710000000002765,1.750069924,0.6384613893375003,2.157605060560471,0.179849097563109,0.193473148284091,CHG,414.5578166666666,0.492939,415.0090810894693,415.0090810894693
4775963,3.5451,3.6747,3.5327,49.3653,0.4941,CHG,29.243739999999995,4775.963,2.6719999999995707,1.751635532,0.6388281213375002,2.158905162173671,0.1799524028222037,0.1935842791931818,CHG,414.5132833333333,0.49295533333333336,414.96439835496545,414.96439835496545
4778634,3.54574,3.6993,3.5383,49.4177,0.4941399999999999,CHG,29.28388,4778.634,2.6710000000002765,1.75209366,0.639194745765278,2.16020511707222,0.1800556777791261,0.1936953775046297,CHG,414.4687666666666,0.49297366666666664,414.91970975396714,414.91970975396714
4781305,3.5447599999999992,3.7042,3.5482,49.4639,0.4940799999999999,CHG,29.24866,4781.305,2.6710000000002765,1.7513963920000002,0.6395613256763892,2.16150455487793,0.1801589401960853,0.1938064623261785,CHG,414.42425,0.4929953333333333,414.87501677263907,414.87501677263907
4783976,3.54608,3.7024,3.5474,49.4234,0.49422,CHG,29.24562,4783.976,2.670999999999367,1.752543572,0.6399280094597225,2.1628048449083326,0.1802622318729586,0.1939175786241583,CHG,414.3797333333333,0.49302066666666666,414.8303177522727,414.8303177522727
4786647,3.54854,3.689,3.5498,49.398,0.49426,CHG,29.22826,4786.647,2.6710000000002765,1.7539012939999998,0.6402947229208337,2.164106142293624,0.1803655319098074,0.1940287039154041,CHG,414.3352166666666,0.4930476666666666,414.7856132104997,414.7856132104997
4789318,3.5471600000000003,3.6873,3.5418,49.4397,0.49422,CHG,29.2253,4789.318,2.6710000000002765,1.753077094,0.640661406704167,2.1654068283425127,0.1804688235866807,0.1941398202133839,CHG,414.2907,0.49307233333333333,414.74090383749586,414.74090383749586
4791989,3.5473,3.7044,3.5583,49.4311,0.49406,CHG,29.19026,4791.989,2.670999999999367,1.752578298,0.6410279717763891,2.1667071446232065,0.1805720818236521,0.1942509005382997,CHG,414.24618333333336,0.4930916666666666,414.69619075479704,414.69619075479704
4794660,3.54764,3.6903,3.5377,49.4427,0.49396,CHG,29.20548,4794.66,2.6710000000002765,1.7523911340000002,0.641394462654167,2.1680073223208463,0.1806753191606848,0.1943619583800506,CHG,414.20166666666665,0.4931063333333333,414.6514735310434,414.6514735310434
4797331,3.54822,3.6984,3.5542,49.3469,0.49378,CHG,29.18128,4797.331,2.6710000000002765,1.75204007,0.6417608199819448,2.169307238718414,0.180778518877828,0.1944729757521044,CHG,414.15715,0.4931156666666666,414.6067524250507,414.6067524250507
4800003,3.54584,3.7014,3.5522,49.3477,0.4937,CHG,29.20474,4800.003,2.6719999999995707,1.750580116,0.6421272550930558,2.170606558992796,0.180881740505869,0.1945840166948654,CHG,414.1126166666666,0.49311866666666665,414.56202689832156,414.56202689832156
