t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,ah_accum_chg,wh_accum_chg,soc_gt_chg,soc_est_chg,phase_chg,t_rem_true_min,i_mean_60s,t_rem_min_chg_raw,t_rem_min_chg
72120,3.20792,3.3545,3.2011,49.2427,0.49246,CHG,28.00898,72.12,2.6710000000000065,1.579772762,0.0098365631875,0.0315066526177395,0.0027708754858771,0.0029807767234848,CHG,492.91066666666666,0.49102970238095234,490.7597294305759,490.7597294305759
74791,3.20886,3.3577,3.2035,49.1513,0.49244,CHG,27.9963,74.791,2.6709999999999923,1.58017145,0.0102019263097222,0.0326790517261135,0.0028737951438422,0.0030914928211279,CHG,492.86615,0.49107833333333334,490.7497829772822,490.7497829772822
77462,3.20726,3.3608,3.2084,49.3405,0.49222,CHG,27.9842,77.462,2.6710000000000065,1.578678322,0.0105671262041666,0.0338503427395694,0.0029766688219422,0.003202159455808,CHG,492.8216333333333,0.49111638888888887,490.7387775599274,490.7387775599274
80134,3.2078800000000003,3.3571,3.2036,49.235,0.49216,CHG,27.998200000000004,80.134,2.671999999999997,1.5787911659999998,0.0109324182930555,0.0350221559256743,0.0030795684704265,0.0033128540281986,CHG,492.7771,0.49115005376344084,490.7267129111771,490.7267129111771
82805,3.20696,3.3481,3.209,49.151,0.4922000000000001,CHG,28.049,82.805,2.6710000000000065,1.578467158,0.0112976033486111,0.0361932897914388,0.0031824379685387,0.0034235161662457,CHG,492.7325833333333,0.4911828645833333,490.7135893413938,490.7135893413938
85476,3.20502,3.3529,3.208,49.2148,0.49184,CHG,28.01334,85.476,2.6709999999999923,1.576357746,0.0116625213041666,0.0373628591373534,0.0032852322268718,0.0035340973648989,CHG,492.68806666666666,0.4912027777777778,490.69940762508315,490.69940762508315
88147,3.2034,3.3591,3.2043,49.1701,0.492,CHG,28.00656,88.147,2.6710000000000065,1.576072268,0.0120275579708333,0.0385322175953534,0.0033880599251067,0.0036447145366161,CHG,492.64355,0.491226225490196,490.68416741802025,490.68416741802025
90818,3.2049800000000004,3.3542,3.2023,49.1664,0.4921999999999999,CHG,27.984680000000004,90.818,2.6709999999999923,1.577491298,0.0123927430263888,0.0397026283947079,0.0034909294232189,0.0037553766746633,CHG,492.5990333333333,0.4912540476190476,490.66786828992457,490.66786828992457
93489,3.2044000000000006,3.35,3.199,49.3159,0.49256,CHG,27.93378,93.489,2.6710000000000065,1.5783595,0.0127581951819444,0.0408736832819701,0.0035938741611104,0.0038661197521043,CHG,492.5545166666666,0.4912903240740741,490.6505094662905,490.6505094662905
96161,3.20542,3.3579,3.2102,49.2592,0.49276,CHG,27.8825,96.161,2.671999999999997,1.579502914,0.0131239326041666,0.0420460253299097,0.0036968992561752,0.0039769492739899,CHG,492.5099833333333,0.49133004504504507,490.632090119935,490.632090119935
98832,3.2066600000000003,3.3478,3.2102,49.3961,0.49294,CHG,27.9026,98.832,2.6709999999999923,1.580689722,0.0134896666986111,0.0432188102212009,0.0037999234138336,0.0040877777874579,CHG,492.46546666666666,0.4913724122807017,490.61261026050784,490.61261026050784
101503,3.2072200000000004,3.3615,3.2095,49.2724,0.49288,CHG,27.920980000000004,101.503,2.6710000000000065,1.580773672,0.0138553562763888,0.0443916571488413,0.0039029350315288,0.0041985928110269,CHG,492.42095,0.4914110683760684,490.59207001709296,490.59207001709296
104174,3.2067,3.3569,3.2112,49.2548,0.49276,CHG,27.97946,104.174,2.6710000000000065,1.580132408,0.0142209568208333,0.0455640284147113,0.0040059215692976,0.0043093808547979,CHG,492.3764333333333,0.4914447916666666,490.57046964785906,490.57046964785906
106845,3.20642,3.3545,3.2029,49.2818,0.49234,CHG,27.9924,106.845,2.6709999999999923,1.578648814,0.0145862457486111,0.0467352981385166,0.004108820327324,0.004420074469276,CHG,492.3319166666666,0.4914666260162602,490.54823042841383,490.54823042841383
109516,3.20576,3.3585,3.2101,49.1936,0.49244,CHG,28.02402,109.516,2.6710000000000065,1.578644242,0.0149516088708333,0.0479065646212117,0.004211739985289,0.0045307905669191,CHG,492.2874,0.49148980158730154,490.5259871643292,490.5259871643292
112187,3.2063,3.3488,3.2086,49.1866,0.49244,CHG,28.03722,112.187,2.6709999999999923,1.578910192,0.0153169719930555,0.0490780283999928,0.0043146596432541,0.0046415066645622,CHG,492.2428833333333,0.4915118992248062,490.50374118947536,490.50374118947536
114858,3.20826,3.357,3.1991,49.3208,0.49252,CHG,28.0229,114.858,2.6710000000000065,1.580133112,0.0156823944708333,0.0502503987185481,0.00441759602117,0.0047522407487373,CHG,492.1983666666666,0.4915348106060606,490.48149367434206,490.48149367434206
117529,3.20698,3.3504,3.2072,49.2512,0.49268,CHG,27.96562,117.529,2.6709999999999923,1.580016008,0.0160479356597222,0.051422682000491,0.0045205658389879,0.0048630108059764,CHG,492.15385,0.4915602592592592,490.4592447823103,490.4592447823103
120200,3.2090000000000005,3.3614,3.2123,49.3203,0.49278,CHG,27.993360000000003,120.2,2.6710000000000065,1.581330764,0.0164135510430555,0.0525959417656077,0.0046235565567444,0.0049738033463804,CHG,492.10933333333327,0.4915867753623188,490.43699537394144,490.43699537394144
122871,3.21002,3.348,3.1988,49.2725,0.4925800000000001,CHG,27.9396,122.871,2.6709999999999923,1.581191588,0.0167790180375,0.0537690981271142,0.0047265054746236,0.0050845509204545,CHG,492.0648166666667,0.49160790780141844,490.4147459225446,490.4147459225446
125542,3.2090400000000003,3.3524,3.2065,49.2314,0.49252,CHG,27.96418,125.542,2.6710000000000065,1.580516662,0.0171444405152777,0.0549417534752022,0.0048294418525396,0.0051952850046296,CHG,492.0203,0.49162690972222217,490.3924959117827,490.3924959117827
128213,3.20858,3.3522,3.2052,49.2216,0.49238,CHG,27.97028,128.213,2.6709999999999923,1.579840306,0.0175097591208333,0.0561139074466157,0.0049323489705414,0.0053059876123737,CHG,491.9757833333333,0.4916422789115646,490.37024607313316,490.37024607313316
130885,3.2093,3.3578,3.2093,49.2207,0.4923,CHG,28.00394,130.885,2.671999999999997,1.5799384980000002,0.0178751551208333,0.0572865728294157,0.0050352778898945,0.0054167136729798,CHG,491.93125,0.49165543333333334,490.34799613914845,490.34799613914845
133556,3.20766,3.3548,3.2209,49.2555,0.49212,CHG,28.02776,133.556,2.6710000000000207,1.578554226,0.0182402808208333,0.0584577719322777,0.0051381306680558,0.0055273578244949,CHG,491.8867333333333,0.4916645424836601,490.3257464203041,490.3257464203041
