t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm,i_mean_60s,t_rem_min_dis
1550049,4.084280000000001,4.0953,4.0741,49.8301,0.49938,DISCH,43.79356,1549.035,1.0130000000001471,2.039604832,0.9131807985651254,4.086952432958177,-0.0026724329581764,0.06,0.500303,361.4005874757793
1551051,4.08398,4.097,4.0782,50.0823,0.50172,DISCH,43.80252,1550.037,1.0019999999999527,2.049011824,0.9130539265074352,4.086675170577038,-0.0026951705770379,0.06,0.5003183333333333,361.33930220787204
1552058,4.08448,4.0951,4.0719,49.6941,0.50098,DISCH,43.78714000000001,1551.044,1.0070000000000618,2.046241668,0.9129455609600942,4.086581833164004,-0.0021018331640041,0.06,0.5003323333333334,361.28630717469514
1553072,4.08344,4.0948,4.0745,50.8224,0.50046,DISCH,43.82798,1552.058,1.0139999999998963,2.043601732,0.9128071059286662,4.086495252677255,-0.0030552526772549,0.06,0.5003333333333333,361.230793418806
1554068,4.08386,4.0923,4.0739,50.1603,0.49998,DISCH,43.8447,1553.054,0.9960000000000946,2.041850536,0.912686427465142,4.08637478186367,-0.0025147818636703,0.06,0.5003266666666666,361.1878492147093
1555064,4.08386,4.0942,4.0754,49.4445,0.5004799999999999,DISCH,43.84206,1554.05,0.9959999999998672,2.043892136,0.9125707831481976,4.086213876111936,-0.0023538761119361,0.06,0.5003226666666667,361.14497123858024
1556064,4.08338,4.0935,4.0731,49.9765,0.49854,DISCH,43.86446,1555.05,1.0,2.035730044,0.9124403203792704,4.0862048690497685,-0.0028248690497685,0.06,0.5002903333333334,361.1166784522364
1557061,4.083,4.0937,4.0748,49.813,0.49842,DISCH,43.89152,1556.047,0.9970000000000708,2.035049802,0.9123021364012068,4.086070331626159,-0.0030703316261586,0.06,0.5002483333333333,361.09230350413753
1558051,4.08342,4.0939,4.073,49.8918,0.49966,DISCH,43.88198,1557.037,0.9900000000000092,2.0403210780000003,0.9121844206021524,4.085845731443812,-0.0024257314438118,0.06,0.5002263333333333,361.06159001204026
1559046,4.08236,4.0951,4.071,49.9448,0.4993599999999999,DISCH,43.89968,1558.032,0.9949999999998907,2.038568142,0.9120367984407572,4.085735401267577,-0.0033754012675766,0.06,0.5001706666666667,361.04333605716573
1560051,4.0822,4.0936,4.0736,50.3169,0.4998399999999999,DISCH,43.90248,1559.037,1.0050000000001091,2.040447854,0.9118897133580992,4.085545419122324,-0.0033454191223238,0.06,0.5001363333333333,361.0098911261602
1561047,4.082520000000001,4.0939,4.0725,49.5412,0.5006799999999999,DISCH,43.89976,1560.033,0.9959999999998672,2.044037254,0.9117595903855944,4.085335258789657,-0.0028152587896563,0.06,0.5001133333333333,360.9749767979545
1562041,4.08286,4.095,4.0729,50.1419,0.50078,DISCH,43.88728,1561.027,0.994000000000142,2.044615776,0.9116448440104326,4.085187708120433,-0.0023277081204327,0.06,0.5001066666666667,360.9343588982329
1563051,4.08302,4.0926,4.0739,50.3311,0.50024,DISCH,43.88846,1562.037,1.009999999999991,2.0424905860000004,0.9115374217770352,4.0850945274420924,-0.0020745274420921,0.06,0.5001056666666667,360.8925503980551
1564060,4.084,4.0952,4.0721,50.099,0.5023799999999999,DISCH,43.87574,1563.046,1.0090000000000146,2.051722426,0.9114682053026204,4.084849050920002,-0.000849050920002,0.06,0.5001683333333333,360.81993325564156
1565055,4.0837200000000005,4.0919,4.0722,49.8976,0.502,DISCH,43.88314,1564.041,0.9949999999998907,2.050031254,0.9113924925057828,4.084797190780331,-0.0010771907803306,0.06,0.5002223333333333,360.7510130818063
1566060,4.08408,4.0941,4.0728,50.7693,0.50156,DISCH,43.87388,1565.046,1.0050000000001091,2.048415094,0.9113294176983934,4.084740761206469,-0.0006607612064684,0.06,0.5002806666666666,360.6839854647229
1567058,4.08376,4.0938,4.0721,50.0942,0.50038,DISCH,43.873940000000005,1566.044,0.9980000000000472,2.0434373700000004,0.9112566695350116,4.084743336538371,-0.0009833365383711,0.06,0.5002956666666666,360.6443800924367
1568055,4.084099999999999,4.094,4.0759,50.0232,0.49928,DISCH,43.88188,1567.041,0.9969999999998436,2.039112548,0.9111950886324772,4.084730299590247,-0.0006302995902478,0.06,0.5003083333333334,360.6108783901204
1569051,4.08304,4.0962,4.0739,49.4361,0.4987,DISCH,43.87512,1568.037,0.9960000000000946,2.0362073,0.9111015203360652,4.084698170075523,-0.0016581700755233,0.06,0.500314,360.5697642411383
1570039,4.083640000000001,4.0945,4.074,49.2392,0.49884,DISCH,43.87244,1569.025,0.9880000000000564,2.0370787600000004,0.9110304430505493,4.084588277832312,-0.0009482778323111,0.06,0.5003150000000001,360.54091467177426
1571030,4.08338,4.0992,4.0738,50.4885,0.50026,DISCH,43.8744,1570.016,0.9909999999999854,2.04274707,0.9109560976487188,4.0844254471939205,-0.0010454471939205,0.06,0.5003193333333333,360.5083699899257
1572037,4.08394,4.0958,4.074,50.2359,0.50206,DISCH,43.91046,1571.023,1.0069999999998345,2.050377934,0.9109043204392304,4.084235625972521,-0.0002956259725213,0.06,0.5003719999999999,360.4499361414461
1573036,4.08376,4.0965,4.0749,50.9515,0.50332,DISCH,43.91452,1572.022,0.9990000000000236,2.055436132,0.9108512714877742,4.0841039213544175,-0.0003439213544176,0.06,0.5004173333333334,360.3962927368209
1574047,4.08432,4.0948,4.074,50.4076,0.50118,DISCH,43.92492,1573.033,1.0109999999999673,2.046979544,0.9108131652333864,4.08417422468209,0.0001457753179101,0.06,0.50044,360.36489232717304
1575054,4.08426,4.0941,4.0739,50.0489,0.50046,DISCH,43.96154,1574.04,1.0070000000000618,2.044009268,0.9107733561764274,4.084176197752188,8.380224781134871e-05,0.06,0.5004529999999999,360.3397812040944
1576052,4.084300000000001,4.0951,4.0731,49.4097,0.49802,DISCH,43.98376,1575.038,0.9980000000000472,2.0340653640000004,0.9107321454418852,4.084279903072846,2.0096927154433782e-05,0.06,0.500427,360.34219735844243
1577059,4.083760000000001,4.0977,4.0722,49.6511,0.4959399999999999,DISCH,43.99378,1576.045,1.0070000000000618,2.0253012420000003,0.9106714238848168,4.084359628189236,-0.000599628189235,0.06,0.5003703333333334,360.35897797536705
1578061,4.08352,4.0931,4.0742,49.5101,0.4952999999999999,DISCH,44.0028,1577.047,1.0019999999999527,2.022567794,0.910604345017008,4.084332221310548,-0.0008122213105483,0.06,0.5002903333333334,360.39005413530055
1579073,4.08408,4.0933,4.0733,49.3695,0.49604,DISCH,44.03538,1578.059,1.0119999999999436,2.02586863,0.9105579068900514,4.084214286410998,-0.0001342864109981,0.06,0.500209,360.4302712750674
1580075,4.08404,4.0957,4.073,49.5658,0.4975799999999999,DISCH,44.02226,1579.061,1.0019999999999527,2.032137356,0.9105149534493374,4.084071653587969,-3.165358796941575e-05,0.06,0.5001676666666667,360.4430529954997
1581080,4.08394,4.0939,4.0719,49.9488,0.4982999999999999,DISCH,44.01978,1580.066,1.0050000000001091,2.03502767,0.9104715070325828,4.083981497535834,-4.1497535834267296e-05,0.06,0.500158,360.43282001377844
1582076,4.0842,4.0949,4.0729,50.5238,0.4988799999999999,DISCH,44.01866,1581.062,0.9959999999998672,2.0375247,0.9104390300074974,4.083899765928605,0.0003002340713953,0.06,0.5001816666666666,360.40290949252
1583086,4.083959999999999,4.0969,4.0687,49.9669,0.49998,DISCH,44.01604,1582.072,1.009999999999991,2.041896338,0.9104015769816176,4.083797674370243,0.0001623256297564,0.06,0.5002433333333333,360.34365723819803
1584084,4.0836,4.0954,4.075,49.4366,0.5001,DISCH,43.99562,1583.07,0.9980000000000472,2.04220727,0.9103548880629472,4.083750247079831,-0.0001502470798309,0.06,0.5002913333333333,360.290606346296
1585080,4.082859999999999,4.0972,4.072,50.068,0.49816,DISCH,43.98224,1584.066,0.9960000000000946,2.033919276,0.9102833630563012,4.083816096855528,-0.0009560968555284,0.06,0.5002856666666667,360.26637957876255
1586073,4.082680000000001,4.0928,4.0743,49.7539,0.4983399999999999,DISCH,43.99252,1585.059,0.9929999999999382,2.03456418,0.9102091047181248,4.083727565484711,-0.0010475654847104,0.06,0.5002546666666666,360.2593133914234
1587070,4.082199999999999,4.0959,4.073,49.3632,0.49866,DISCH,43.993080000000006,1586.056,0.9970000000000708,2.03563202,0.9101228359947374,4.0836273265852805,-0.0014273265852811,0.06,0.5002046666666666,360.26117614581364
1588059,4.08264,4.0953,4.0721,50.1443,0.49846,DISCH,44.01238,1587.045,0.9890000000000329,2.0350358720000004,0.9100531521303112,4.083545810382415,-0.0009058103824148,0.06,0.5001473333333333,360.2748872434955
1589054,4.08238,4.0965,4.0699,49.9346,0.49914,DISCH,44.03646,1588.04,0.9949999999998907,2.037683042,0.9099787115794126,4.083428826459848,-0.001048826459848,0.06,0.500111,360.27158949258
1590051,4.08348,4.0959,4.0707,50.0817,0.49912,DISCH,44.06502,1589.037,0.9970000000000708,2.038145396,0.909940902839284,4.083348911457538,0.0001310885424619,0.06,0.5000723333333333,360.2844763701082
1591046,4.08392,4.0934,4.0719,50.0546,0.50018,DISCH,44.07842,1590.032,0.9949999999998907,2.0426951420000004,0.9099200375692938,4.083244153082987,0.0006758469170131,0.06,0.500048,360.29374667775926
1592054,4.084300000000001,4.0913,4.0724,49.4084,0.50116,DISCH,44.08208,1591.04,1.0080000000000382,2.046886212,0.9099129194912612,4.083161955868499,0.001138044131502,0.06,0.5000323333333333,360.3022165752009
1593057,4.084840000000001,4.0941,4.0725,50.4707,0.50092,DISCH,44.07598,1592.043,1.002999999999929,2.046175668,0.9099226142572294,4.083168859782926,0.0016711402170743,0.06,0.50002,360.3149426481569
1594055,4.0845,4.0943,4.0749,50.2289,0.5017799999999999,DISCH,44.05288,1593.041,0.9980000000000472,2.04951537,0.9099231407424194,4.083127962959808,0.0013720370401921,0.06,0.5000213333333333,360.3141903285441
1595057,4.083340000000001,4.0931,4.0705,49.9944,0.5022,DISCH,44.05982,1594.043,1.0019999999999527,2.05065514,0.9098881518291704,4.083103113564391,0.0002368864356094,0.06,0.500035,360.29048779020616
1596067,4.08252,4.0949,4.0692,50.4968,0.50176,DISCH,44.06288,1595.053,1.0100000000002185,2.04844509,0.9098277304584966,4.083091102243973,-0.0005711022439731,0.06,0.5000486666666667,360.2567162745139
1597075,4.082199999999999,4.0953,4.0711,49.7512,0.501,DISCH,44.0744,1596.061,1.0079999999998108,2.045181918,0.9097581282728752,4.083071098290604,-0.0008710982906041,0.06,0.500045,360.23179793424447
1598082,4.08146,4.0935,4.071,50.2043,0.50132,DISCH,44.08388,1597.068,1.0070000000000618,2.046118998,0.9096684803314656,4.082976155657258,-0.0015161556572582,0.06,0.5000456666666666,360.1958203263373
1599077,4.0823,4.0928,4.0701,49.995,0.4993999999999999,DISCH,44.11048,1598.063,0.9950000000001182,2.0386990860000003,0.9096050545602224,4.082994503905191,-0.0006945039051906,0.06,0.5000033333333332,360.20120026451303
1600085,4.08334,4.0977,4.072,50.0418,0.49912,DISCH,44.12036,1599.071,1.0079999999998108,2.038071834,0.9095750916292368,4.082941698694707,0.0003983013052923,0.06,0.4999436666666667,360.2323224601749
1601087,4.08344,4.0964,4.0721,49.5631,0.49862,DISCH,44.14044,1600.073,1.00200000000018,2.036081734,0.909548603616306,4.082939405603147,0.0005005943968532,0.06,0.49988166666666667,360.26651010611556
1602089,4.08422,4.0922,4.0715,49.3786,0.49964,DISCH,44.15578000000001,1601.075,1.0019999999999527,2.040638548,0.9095490870932874,4.0828492808900885,0.0013707191099117,0.06,0.49986866666666663,360.27607100359205
1603083,4.08356,4.092,4.0702,49.9954,0.50046,DISCH,44.1553,1602.069,0.9939999999999144,2.043653684,0.9095308184487096,4.082800898675825,0.0007591013241752,0.06,0.4998639999999999,360.27219814358415
1604087,4.08304,4.0933,4.0727,50.403,0.50058,DISCH,44.16212,1603.073,1.0040000000001328,2.04388546,0.9094968051828298,4.082773344470193,0.0002666555298063,0.06,0.49985499999999994,360.2652117638121
1605095,4.08286,4.0965,4.0709,50.4381,0.5009399999999999,DISCH,44.16656,1604.081,1.0079999999998108,2.045266492,0.9094588252063776,4.082714505778495,0.0001454942215053,0.06,0.49987833333333326,360.23335156393944
1606099,4.08366,4.0968,4.0717,49.5841,0.49984,DISCH,44.18354,1605.085,1.0040000000001328,2.041173902,0.9094452058829752,4.082739450966125,0.000920549033875,0.06,0.499893,360.217388050701
1607098,4.08304,4.0943,4.0709,49.7352,0.49808,DISCH,44.16742000000001,1606.084,0.9990000000000236,2.033675746,0.9094098321812916,4.08283061698414,0.0002093830158598,0.06,0.49983799999999995,360.24301227977014
1608100,4.083640000000001,4.0938,4.0723,49.5841,0.497,DISCH,44.17132,1607.086,1.0019999999999527,2.029568854,0.9093922624786978,4.08285687646286,0.0007831235371407,0.06,0.49978,360.27785819917193
1609108,4.0835,4.096,4.071,49.41,0.49806,DISCH,44.18516,1608.094,1.0080000000000382,2.033826908,0.9093725820976616,4.082773781481694,0.0007262185183058,0.06,0.4997503333333333,360.2914480403955
1610099,4.08344,4.0939,4.0716,49.9152,0.49896,DISCH,44.192780000000006,1609.085,0.9909999999999854,2.037472238,0.9093539968350473,4.082699054266017,0.000740945733983,0.06,0.4997433333333333,360.28913116734464
1611091,4.0823,4.0931,4.0709,50.3675,0.49948,DISCH,44.16494,1610.077,0.9919999999999618,2.039028552,0.9093014844784904,4.082647532023076,-0.0003475320230759,0.06,0.499706,360.29524145545804
1612083,4.0825000000000005,4.0911,4.0699,50.1091,0.50026,DISCH,44.17026,1611.069,0.9919999999999618,2.042312918,0.909258359397528,4.082543503669206,-4.350366920569115e-05,0.06,0.49969399999999997,360.2868058465992
1613093,4.0833,4.0921,4.0708,49.8298,0.50024,DISCH,44.19022,1612.079,1.009999999999991,2.0426310899999995,0.9092407973230644,4.08249694069029,0.0008030593097103,0.06,0.4996903333333333,360.2824906958378
1614091,4.0831800000000005,4.0911,4.0724,49.8609,0.50062,DISCH,44.19866,1613.077,0.9980000000000472,2.044121988,0.909221264686768,4.082455540364473,0.0007244596355278,0.06,0.499701,360.26706051814995
1615087,4.0836,4.0938,4.0736,49.9138,0.50004,DISCH,44.18854,1614.073,0.9960000000000946,2.04196297,0.9092144965142585,4.082469224584864,0.0011307754151355,0.06,0.4996936666666666,360.2696658349146
1616088,4.084359999999999,4.0924,4.0718,50.2671,0.50066,DISCH,44.18996,1615.074,1.0009999999999764,2.044872986,0.9092324867905176,4.082424371785034,0.0019356282149649,0.06,0.499729,360.2513209850189
1617089,4.08446,4.0912,4.072,49.8349,0.49992,DISCH,44.22192,1616.075,1.0009999999999764,2.041900608,0.9092516563869448,4.082488421301047,0.0019715786989529,0.06,0.49975400000000003,360.24089444929916
1618085,4.08316,4.0916,4.0732,50.2451,0.49928,DISCH,44.22698,1617.071,0.9959999999998672,2.0386390919999995,0.9092288240420502,4.082547974008161,0.0006120259918391,0.06,0.49974766666666665,360.23641363073085
1619074,4.08386,4.0925,4.0737,49.3773,0.49962,DISCH,44.23572,1618.06,0.9890000000000329,2.040381276,0.9092294163554724,4.082503011377438,0.0013569886225619,0.06,0.499752,360.2335247050208
1620068,4.08338,4.0926,4.0709,49.8358,0.50058,DISCH,44.2526,1619.054,0.994000000000142,2.04406182,0.9092165762783688,4.082445739778534,0.0009342602214656,0.06,0.4997643333333333,360.2195476863769
1621083,4.08352,4.0974,4.0706,50.6654,0.49964,DISCH,44.27064,1620.069,1.014999999999873,2.04029331,0.9092059919587724,4.082487288181298,0.0010327118187021,0.06,0.499747,360.2278481068159
1622073,4.08258,4.0941,4.0726,50.512,0.5008800000000001,DISCH,44.26168,1621.059,0.9900000000000092,2.044886026,0.9091697729574216,4.082402399564548,0.0001776004354523,0.06,0.49974866666666673,360.21229680566654
1623075,4.08294,4.0947,4.0711,49.6784,0.5031000000000001,DISCH,44.26196,1622.061,1.0019999999999527,2.0541283960000003,0.9091494415163912,4.082229022226945,0.0007109777730551,0.06,0.49979633333333334,360.1698880415532
1624071,4.08228,4.0962,4.0708,50.3044,0.5015600000000001,DISCH,44.25482,1623.057,0.9960000000000946,2.047507628,0.9091067788458222,4.0822997094192885,-1.970941928863823e-05,0.06,0.49978266666666665,360.1628352019801
1625068,4.0819,4.092,4.0717,50.8631,0.5011800000000001,DISCH,44.256060000000005,1624.054,0.9970000000000708,2.0457654419999995,0.9090530282866311,4.082276061679429,-0.0003760616794288,0.06,0.49976899999999996,360.15138914329015
1626053,4.08126,4.0944,4.0721,49.7506,0.5018,DISCH,44.26180000000001,1625.039,0.9849999999999,2.047977592,0.908982797398528,4.082180851557796,-0.0009208515577956,0.06,0.499773,360.1206825596992
1627060,4.082179999999999,4.0924,4.0712,50.071,0.50166,DISCH,44.27264,1626.046,1.0070000000000618,2.047867474,0.9089423942742824,4.08211180968808,6.819031191973579e-05,0.06,0.49979433333333334,360.0893048666843
1628057,4.0823,4.0921,4.0718,49.9038,0.50046,DISCH,44.28996,1627.043,0.9969999999998436,2.043028438,0.9089053555752512,4.082140401851164,0.0001595981488362,0.06,0.499814,360.06046330014715
1629053,4.082479999999999,4.0932,4.0719,50.0701,0.5010399999999999,DISCH,44.31268,1628.039,0.9960000000000946,2.045486406,0.9088762409073484,4.082065279731465,0.0004147202685347,0.06,0.499853,360.0208375255425
1630060,4.0824,4.0924,4.0698,50.0312,0.49988,DISCH,44.34590000000001,1629.046,1.0070000000000618,2.040712442,0.9088431076999032,4.082102791717497,0.000297208282503,0.06,0.49987033333333325,359.99522941198916
1631055,4.08262,4.0922,4.0719,50.0421,0.5019,DISCH,44.35492,1630.041,0.9949999999998907,2.049067186,0.9088220261159436,4.081945893078827,0.0006741069211733,0.06,0.4998976666666667,359.9671956279522
1632054,4.08304,4.0928,4.071,49.725,0.50032,DISCH,44.38266,1631.04,0.9990000000000236,2.042821452,0.9088117316552564,4.082017707351618,0.0010222926483818,0.06,0.4998686666666667,359.98400153321757
1633059,4.08304,4.0921,4.0712,50.9566,0.50126,DISCH,44.38868,1632.045,1.0050000000001091,2.046659754,0.9088032176035457,4.081949740676839,0.0010902593231607,0.06,0.4998343333333333,360.0053559456074
1634050,4.082400000000001,4.0917,4.0724,49.4132,0.50164,DISCH,44.3717,1633.036,0.9909999999999854,2.047889322,0.908776346114136,4.081918281955048,0.000481718044953,0.06,0.499842,359.9891896451257
1635053,4.08296,4.0952,4.0713,50.6392,0.50212,DISCH,44.36722,1634.039,1.002999999999929,2.05012709,0.9087681576611422,4.081859637845456,0.0011003621545437,0.06,0.4998696666666667,359.9660215767699
1636054,4.0831,4.0905,4.0723,50.282,0.49944,DISCH,44.38034,1635.04,1.0009999999999764,2.0392578840000004,0.908759899444456,4.082011862862754,0.0010881371372457,0.06,0.49989333333333336,359.94570859783875
1637041,4.082400000000001,4.0949,4.0696,49.8196,0.49922,DISCH,44.35108,1636.027,0.98700000000008,2.03801445,0.9087303374317662,4.082016734669192,0.0003832653308091,0.06,0.49994799999999995,359.89464266581666
1638051,4.08248,4.0943,4.0696,49.7736,0.4975799999999999,DISCH,44.34652,1637.037,1.009999999999991,2.031357694,0.9087004045446868,4.082082057442075,0.0003979425579254,0.06,0.499986,359.85543615190824
1639036,4.08334,4.0936,4.0707,49.2631,0.4951799999999999,DISCH,44.36118,1638.022,0.9849999999999,2.021988126,0.9086949446483726,4.082194833082026,0.0011451669179738,0.06,0.49997166666666665,359.8635903508754
1640039,4.0829,4.0936,4.0697,49.8843,0.4958399999999999,DISCH,44.37166,1639.025,1.0030000000001564,2.024462752,0.9086764445564376,4.082148412926537,0.0007515870734637,0.06,0.49994266666666665,359.87713795616827
1641038,4.08288,4.0894,4.0711,49.1652,0.4968,DISCH,44.38496,1640.024,0.9989999999997964,2.028371738,0.9086598224121916,4.082070770214441,0.0008092297855588,0.06,0.4999176666666667,359.8885513233457
1642042,4.08234,4.0915,4.0727,50.1138,0.499,DISCH,44.39014,1641.028,1.0040000000001328,2.037082004,0.9086306986473224,4.081920247760142,0.0004197522398579,0.06,0.4999196666666667,359.87557667365854
1643028,4.0822,4.0921,4.07,50.1662,0.4990199999999999,DISCH,44.3989,1642.014,0.9859999999998764,2.037093916,0.9085989746346008,4.0818881689167625,0.0003118310832377,0.06,0.4999036666666667,359.87452978137316
1644040,4.08132,4.0949,4.0714,50.3645,0.5010999999999999,DISCH,44.41168,1643.026,1.012000000000171,2.0451478520000004,0.9085436229513264,4.081727457084599,-0.0004074570845986,0.06,0.49992033333333336,359.8406092924725
1645039,4.08194,4.0924,4.0726,49.7876,0.49992,DISCH,44.42166,1644.025,0.9990000000000236,2.040638892,0.9085078409839628,4.081738713988583,0.0002012860114177,0.06,0.4999496666666666,359.80532543240946
1646036,4.081799999999999,4.0889,4.0707,50.2508,0.50154,DISCH,44.43034,1645.022,0.9969999999998436,2.047180768,0.9084718892050048,4.0816025104683,0.0001974895316996,0.06,0.500003,359.75270960892425
1647041,4.08216,4.0929,4.0703,49.6777,0.50086,DISCH,44.4362,1646.027,1.0050000000001091,2.04458626,0.908446805019229,4.081603873490784,0.0005561265092159,0.06,0.5000396666666667,359.71639728676325
1648039,4.07322,4.0924,4.0725,51.0892,0.8006800000000001,DISCH,44.4519,1647.025,0.9980000000000472,3.250894564,0.9086798033924656,4.063560276783383,0.0096597232166173,0.06,0.5050766666666667,356.22037790640655
1649028,4.0651600000000006,4.0903,4.0699,49.8678,1.09998,DISCH,44.4535,1648.014,0.9889999999998054,4.455903948,0.9091890979329572,4.045829425291862,0.0193305747081389,0.06,0.5150906666666667,349.490784905296
1650033,4.056839999999999,4.0518,4.0319,199.5864,1.40016,DISCH,44.45718,1649.019,1.0050000000001091,5.665409128,0.9099564206514588,4.028343717882167,0.0284962821178327,0.06,0.530108,339.87672566531506
1651031,4.04878,4.0537,4.032,199.9199,1.6977400000000002,DISCH,44.4576,1650.017,0.9980000000000472,6.863885272,0.9109788841031288,4.011297803889131,0.0374821961108686,0.06,0.5500673333333332,327.912253867865
1652035,4.040979999999999,4.0531,4.0307,199.5415,1.99596,DISCH,44.47708,1651.021,1.0039999999999054,8.065631428,0.9122553079282084,3.9944891459665888,0.0464908540334105,0.06,0.5749806666666667,314.14369463399686
1653037,4.0423,4.0513,4.0285,199.6361,1.99768,DISCH,44.48786,1652.023,1.0019999999999527,8.075225224,0.9135329676222608,3.9957754867194,0.0465245132805995,0.06,0.5999266666666666,301.5027296489699
1654039,4.0426,4.05,4.0303,199.2178,1.99772,DISCH,44.5082,1653.025,1.00200000000018,8.075986298,0.91477195992235,3.9971602290969352,0.0454397709030649,0.06,0.624859,289.8651504813491
1655043,4.0418400000000005,4.0502,4.0279,200.6358,1.99788,DISCH,44.526700000000005,1654.029,1.0039999999999054,8.075115306,0.915946072005565,3.998493777775991,0.0433462222240099,0.06,0.649787,279.10272482690766
1656040,4.04182,4.0517,4.0291,199.9046,1.9967,DISCH,44.52664,1655.026,0.9970000000000708,8.070306866,0.9170794452629978,3.999839135455014,0.0419808645449863,0.06,0.6747026666666667,269.12852006227956
1657040,4.04086,4.051,4.0277,199.6934,1.99806,DISCH,44.53642000000001,1656.026,1.0,8.073887378,0.918147168853216,4.000985862305481,0.039874137694519,0.06,0.6996536666666666,259.8330403941809
1658032,4.03978,4.0516,4.0307,199.0945,1.99696,DISCH,44.56232,1657.018,0.9919999999999618,8.067277448,0.9191080576783806,4.002193272978087,0.0375867270219139,0.06,0.724581,251.15673115955195
1659034,4.03924,4.0535,4.0318,199.7666,1.99628,DISCH,44.559540000000005,1658.02,1.0019999999999527,8.063452254000001,0.9200222688693872,4.003238417629091,0.0360015823709094,0.06,0.749529,243.0385071640172
1660028,4.0389800000000005,4.0501,4.0286,200.076,1.99632,DISCH,44.54052,1659.014,0.9939999999999144,8.063094498000002,0.9209035173380428,4.004194594944914,0.0347854050550866,0.06,0.7744823333333333,235.43325468530054
1661021,4.03854,4.0515,4.0291,199.574,1.99752,DISCH,44.54482,1660.007,0.9930000000001656,8.06706505,0.92174798397002,4.005045327453304,0.0334946725466966,0.06,0.799464,228.28557736941747
1662008,4.03946,4.0516,4.0268,199.7263,1.99868,DISCH,44.52772,1660.994,0.9869999999998528,8.073592258,0.9225984443751152,4.005860834045412,0.0335991659545884,0.06,0.824448,221.5718783795616
1663004,4.039820000000001,4.0513,4.0297,199.6444,2.00006,DISCH,44.5363,1661.99,0.9960000000000946,8.079889432,0.9234355421627838,4.00666675428378,0.0331532457162211,0.06,0.8494413333333334,215.24763414883412
1664000,4.040519999999999,4.0502,4.0314,200.2512,2.0005,DISCH,44.54066,1662.986,0.9960000000000946,8.083064298,0.9242695956908874,4.007516620462166,0.033003379537833,0.06,0.87444,209.28294673939402
1664988,4.0402,4.0478,4.0266,200.5759,1.9998,DISCH,44.54366,1663.974,0.987999999999829,8.079599720000001,0.9250690293950928,4.008433197772647,0.0317668022273522,0.06,0.899421,203.64619885485035
1665993,4.04042,4.0483,4.0308,199.8281,1.9996000000000005,DISCH,44.56080000000001,1664.979,1.0050000000001091,8.079231104000002,0.9258479775991244,4.009279085163933,0.031140914836067,0.06,0.924417,198.30649973402328
1666990,4.039759999999999,4.0504,4.0295,199.4574,1.9991,DISCH,44.59594,1665.976,0.9970000000000708,8.075889210000001,0.9265836734717996,4.010125959321347,0.0296340406786521,0.06,0.949434,193.2346717596129
1667987,4.03914,4.0477,4.0261,199.6622,1.99858,DISCH,44.57588,1666.973,0.9969999999998436,8.072544758000001,0.9272771821395288,4.010927348133886,0.0282126518661138,0.06,0.9744603333333334,188.41288432499223
1668987,4.03888,4.0507,4.0286,200.0389,1.99942,DISCH,44.59872,1667.973,1.0,8.075419616000001,0.9279425736691936,4.011602326399455,0.0272776736005448,0.06,0.999483,183.82766849111022
1669980,4.03964,4.0522,4.0282,200.4101,2.00212,DISCH,44.61446,1668.966,0.9929999999999382,8.08784325,0.928601947023991,4.012132415483213,0.0275075845167869,0.06,1.0245356666666667,179.460014417019
1670979,4.039420000000001,4.0504,4.0243,200.0758,2.00284,DISCH,44.6183,1669.965,0.9990000000000236,8.090312094,0.9292363633853892,4.012765293193911,0.0266547068060898,0.06,1.0495916666666667,175.29559903483772
1671978,4.0392,4.0492,4.0266,200.7279,2.0040400000000003,DISCH,44.63268,1670.964,0.9990000000000236,8.094717736,0.9298481913183814,4.013344737022004,0.0258552629779957,0.06,1.0746546666666668,171.32009713604694
1672986,4.0394000000000005,4.0488,4.0288,199.751,2.00178,DISCH,44.63776,1671.972,1.0080000000000382,8.085990104,0.9304431750035128,4.014107323829168,0.0252926761708325,0.06,1.0996803333333334,167.5284562853528
1673996,4.03942,4.0463,4.0276,200.7115,2.00304,DISCH,44.63236,1672.982,1.009999999999991,8.091121412,0.9310234860177464,4.014642317703343,0.0247776822966567,0.06,1.124720666666667,163.90082950805007
1674998,4.039160000000001,4.0507,4.028,199.2346,2.0031600000000003,DISCH,44.62268,1673.984,1.0019999999999527,8.091084144,0.9315806002984948,4.015232473692133,0.0239275263078679,0.06,1.1497726666666668,160.42559038549237
1675999,4.03866,4.0504,4.0269,200.8444,2.00422,DISCH,44.6315,1674.985,1.0009999999999764,8.094362828,0.9321082829663416,4.015741113133548,0.022918886866452,0.06,1.1748319999999999,157.0926226280316
1676993,4.03892,4.0489,4.0293,200.6445,2.0027,DISCH,44.63762,1675.979,0.994000000000142,8.088744582,0.9326269041201648,4.016375588218693,0.0225444117813067,0.06,1.1998783333333336,153.89904283278102
1677988,4.03884,4.05,4.0281,200.4012,2.0055,DISCH,44.63117999999999,1676.974,0.9949999999998907,8.099893742,0.9331290804958076,4.016739799689439,0.0221002003105619,0.06,1.2249820000000002,150.8263451529654
