t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm,i_mean_60s,t_rem_min_dis
55980,4.1782200000000005,4.1896,4.1685,50.4952,0.5027200000000001,DISCH,28.04394,54.966,1.0120000000000005,2.100472182,0.997687572892256,4.160371267109157,0.0178487328908438,0.06,0.499755,395.27796506821676
56989,4.17844,4.1866,4.1643,50.2766,0.5015,DISCH,28.04906,55.975,1.0090000000000003,2.095486604,0.9976449791632996,4.160444467109156,0.0179955328908443,0.06,0.49978561403508776,395.23687822768215
57983,4.1776800000000005,4.1845,4.1667,50.0863,0.50212,DISCH,28.04456,56.969,0.9939999999999998,2.097696556,0.9976029667659934,4.160407267109156,0.0172727328908441,0.06,0.4998258620689655,395.1884094233049
58979,4.177380000000001,4.1888,4.1666,50.3975,0.50182,DISCH,28.05276,57.965,0.9960000000000022,2.096292466,1.0,4.160425267109156,0.016954732890845,0.06,0.4998596610169492,396.11117968026275
59985,4.17748,4.1906,4.1653,50.0388,0.50156,DISCH,28.03148,58.971,1.0059999999999931,2.0952565080000003,0.9999575278316498,4.160440867109156,0.0170391328908436,0.06,0.499888,396.07190112718575
60997,4.1768600000000005,4.1887,4.1679,50.2929,0.50168,DISCH,28.0425,59.983,1.0120000000000005,2.0954474220000003,0.999914792127946,4.160433667109157,0.0164263328908438,0.06,0.49995433333333333,396.0024259042325
61990,4.177020000000001,4.1881,4.1673,50.1938,0.50114,DISCH,28.06068,60.976,0.993000000000002,2.093271114,0.9998729039107744,4.160466067109156,0.0165539328908446,0.06,0.5000216666666666,395.9325128731089
62988,4.1777,4.1875,4.1661,49.9566,0.50052,DISCH,28.0582,61.974,0.9979999999999976,2.091021354,0.9998308568602692,4.160503267109156,0.0171967328908433,0.06,0.5000596666666667,395.88577694728417
63985,4.17778,4.1888,4.168,50.0444,0.49982,DISCH,28.054720000000003,62.971,0.997,2.0881380980000004,0.9997889106868686,4.160545267109156,0.0172347328908442,0.06,0.500075,395.8570300774883
64974,4.17774,4.1923,4.1662,49.839,0.5001,DISCH,28.05952,63.96,0.9890000000000044,2.08928777,0.9997472777828282,4.160528467109156,0.0172115328908439,0.06,0.5000906666666667,395.82814516501
65984,4.17826,4.1888,4.1659,49.8126,0.5006,DISCH,28.06436,64.97,1.009999999999998,2.0916386960000004,0.9997047183552188,4.160498467109156,0.0177615328908435,0.06,0.5001023333333333,395.802060980186
66990,4.17808,4.187,4.1672,50.1059,0.49978,DISCH,28.04896,65.976,1.0060000000000002,2.0881227440000005,0.9996623969175084,4.160547667109157,0.0175323328908429,0.06,0.5000906666666667,395.79453843636344
67990,4.17806,4.1878,4.167,50.4615,0.5006999999999999,DISCH,28.06218,66.976,1.0,2.0919562760000003,0.9996202504528618,4.160492467109156,0.017567532890844,0.06,0.5001,395.77046508631605
68979,4.1787,4.1879,4.1654,49.419,0.50092,DISCH,28.068220000000004,67.965,0.9890000000000044,2.09319534,0.9995785492845116,4.160479267109157,0.0182207328908434,0.06,0.5000933333333333,395.75923046031403
69977,4.178559999999999,4.1869,4.1648,50.1652,0.5001,DISCH,28.08006,68.963,0.9979999999999905,2.08969989,0.9995365375168348,4.160528467109156,0.0180315328908431,0.06,0.500073,395.7586880882057
70978,4.17838,4.1878,4.1689,49.9504,0.49874,DISCH,28.08788,69.964,1.0010000000000048,2.08392495,0.999494514053872,4.160610067109157,0.0177699328908431,0.06,0.500036,395.7713320294271
71978,4.17732,4.1893,4.1619,50.0106,0.4988399999999999,DISCH,28.089640000000003,70.964,1.0,2.083817106,0.999452524154882,4.160604067109157,0.0167159328908432,0.06,0.4999969999999999,395.785574278779
72976,4.176740000000001,4.1895,4.1665,49.6426,0.49832,DISCH,28.0744,71.962,0.9980000000000048,2.081354934,0.9994106619191918,4.160635267109156,0.0161047328908443,0.06,0.499959,395.7990776443668
73970,4.17564,4.1875,4.165,49.583,0.4992,DISCH,28.087580000000003,72.956,0.9939999999999998,2.084477702,0.9993688938383836,4.1605824671091565,0.0150575328908431,0.06,0.499948,395.7912442494018
74961,4.17534,4.1887,4.1689,50.0008,0.49958,DISCH,28.07312,73.947,0.9909999999999995,2.085914744,0.9993272201195283,4.1605596671091565,0.0147803328908437,0.06,0.499953,395.77078162080556
75950,4.17488,4.1879,4.1654,50.5263,0.49948,DISCH,28.07222,74.936,0.9890000000000044,2.085268394,0.999285638829966,4.160565667109156,0.0143143328908434,0.06,0.4999553333333333,395.7524668637064
76951,4.17516,4.1869,4.1679,50.0692,0.50026,DISCH,28.05906,75.937,1.0009999999999906,2.088663122,0.9992434872929292,4.160518867109157,0.0146411328908433,0.06,0.49998,395.7162496179847
77947,4.17538,4.1891,4.1677,49.7074,0.5017799999999999,DISCH,28.05894,76.933,0.9960000000000092,2.095120402,0.9992014188686869,4.160427667109156,0.0149523328908438,0.06,0.5000366666666667,395.6547471905393
