t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,soc_est,v_pred,v_resid,r_used_ohm
15613881,3.50542,3.5148,3.492,50.0259,0.5010799999999997,DISCH,50.22906,15612.867,0.9979999999995924,1.7564897000000006,0.3675907079017311,3.503778477425737,0.001641522574263199,0.06
15614876,3.50554,3.5147,3.4936,49.7982,0.4996799999999998,DISCH,50.23866,15613.862,0.9949999999989814,1.7516454080000006,0.36759996904407266,3.503874046085457,0.0016659539145429392,0.06
15615865,3.50518,3.5154,3.4948,49.4687,0.4995999999999999,DISCH,50.23362,15614.851,0.989000000001397,1.7511847760000006,0.367597999174359,3.5038919917421563,0.00128800825784392,0.06
15616869,3.50462,3.5143,3.4948,50.0678,0.4983999999999998,DISCH,50.25956,15615.855,1.003999999998996,1.7467006160000007,0.3675761643386637,3.5039605407033516,0.0006594592966484569,0.06
15617870,3.50426,3.515,3.4934,49.9903,0.4986799999999999,DISCH,50.26496,15616.856,1.0010000000002035,1.7475019600000006,0.36754475560738,3.503913731888045,0.0003462681119548172,0.06
15618875,3.50342,3.5151,3.49,49.5486,0.5008799999999998,DISCH,50.27866,15617.861,1.0050000000010186,1.754794352000001,0.3674926990363839,3.5037378731794346,-0.0003178731794344358,0.06
15619877,3.50364,3.5157,3.4939,50.0658,0.5015799999999999,DISCH,50.30354,15618.863,1.0019999999985885,1.7573578000000007,0.367450783100878,3.5036271077521026,1.2892247897244857e-05,0.06
15620876,3.50394,3.5135,3.4924,50.532,0.5004199999999999,DISCH,50.29212,15619.862,0.9989999999997964,1.753442296000001,0.3674176444325948,3.5036416790159253,0.0002983209840747847,0.06
15621875,3.5038,3.5148,3.4901,50.2592,0.5027399999999999,DISCH,50.2828,15620.861,0.9990000000016152,1.7614964980000007,0.36738561338800646,3.5034584819280314,0.00034151807196858286,0.06
15622889,3.5036,3.5152,3.4909,49.4867,0.5014999999999998,DISCH,50.2701,15621.875,1.0139999999992142,1.7570527620000007,0.36734611961945923,3.5034899061494342,0.00011009385056581777,0.06
15623901,3.5036,3.5133,3.4933,50.8307,0.4990799999999998,DISCH,50.28262000000001,15622.887,1.0120000000006255,1.7485735660000006,0.36730410695505,3.503583362020939,1.6637979061151498e-05,0.06
15624912,3.5026400000000004,3.5166,3.4912,49.5011,0.4984399999999998,DISCH,50.26712,15623.898,1.010999999998603,1.7458498220000007,0.36723370100676433,3.5035664370193373,-0.0009264370193369231,0.06
15625900,3.50204,3.5139,3.4907,49.2594,0.4982999999999998,DISCH,50.278760000000005,15624.886,0.9880000000011931,1.7450626760000003,0.36714857329102557,3.5034831975639307,-0.0014431975639306316,0.06
15626908,3.5020800000000003,3.5127,3.4912,50.116,0.4960399999999998,DISCH,50.28374,15625.894,1.0079999999998108,1.7371689320000006,0.3670632526374156,3.503505583705781,-0.0014255837057808307,0.06
15627911,3.50244,3.5126,3.4899,49.4678,0.4970199999999998,DISCH,50.3071,15626.897,1.0030000000006112,1.7407815580000008,0.36699412303926293,3.5033343356847224,-0.0008943356847224138,0.06
15628896,3.5025400000000007,3.5137,3.4918,49.6633,0.4985999999999998,DISCH,50.30414,15627.882,0.9849999999987632,1.7463677620000009,0.3669342511073793,3.503149112873197,-0.0006091128731964268,0.06
15629892,3.50234,3.5147,3.4909,50.0303,0.4982799999999998,DISCH,50.31556,15628.878,0.996000000001004,1.745147942000001,0.3668696646277699,3.50308871422197,-0.0007487142219702037,0.06
15630901,3.5028999999999995,3.5185,3.4896,49.9613,0.4996999999999998,DISCH,50.30686,15629.887,1.0090000000000146,1.7504013120000006,0.3668266933156663,3.5029173879343123,-1.7387934312829145e-05,0.06
15631906,3.50374,3.5138,3.4949,49.9754,0.5008999999999999,DISCH,50.304860000000005,15630.892,1.0049999999991996,1.755025824000001,0.3668133741537678,3.5027887583629918,0.0009512416370083265,0.06
15632900,3.50366,3.5124,3.4927,50.0262,0.5023199999999999,DISCH,50.29744,15631.886,0.9940000000005966,1.7599619780000004,0.3668011148304839,3.502686433801531,0.0009735661984691113,0.06
15633897,3.5032400000000004,3.5145,3.4899,50.3966,0.5035599999999998,DISCH,50.30548,15632.883,0.9969999999993888,1.7640938660000007,0.36677858100260124,3.5025955479921573,0.0006444520078430216,0.06
15634889,3.50398,3.5118,3.4903,50.7635,0.5042199999999998,DISCH,50.30448,15633.875,0.9920000000001892,1.7667749820000007,0.3667810127903034,3.5025264126805036,0.0014535873194962967,0.06
15635897,3.50368,3.5149,3.4935,50.7292,0.5038399999999998,DISCH,50.30378,15634.883,1.0079999999998108,1.7652934060000007,0.36677286544061555,3.5025515686231223,0.001128431376877792,0.06
15636890,3.50244,3.5111,3.489,50.2783,0.5024799999999998,DISCH,50.300740000000005,15635.876,0.9930000000003928,1.7599102060000007,0.366725236753594,3.5026234046792126,-0.0001834046792126287,0.06
15637875,3.50232,3.5137,3.4901,49.9365,0.5013399999999998,DISCH,50.28282,15636.861,0.985000000000582,1.7558552080000005,0.3666741639691676,3.5026295111469232,-0.00030951114692312487,0.06
15638874,3.50206,3.5108,3.49,49.6171,0.5006999999999998,DISCH,50.28538,15637.86,0.9989999999997964,1.7534825000000005,0.36661547087887403,3.502599791628332,-0.0005397916283316206,0.06
15639873,3.50148,3.5141,3.4907,50.071,0.4989399999999999,DISCH,50.2554,15638.859,0.9989999999997964,1.7470314600000003,0.36653820901493517,3.502628118211058,-0.0011481182110579802,0.06
15640869,3.5014200000000004,3.5109,3.4899,50.4196,0.4996799999999998,DISCH,50.27022,15639.855,0.9959999999991852,1.7495936480000007,0.36646364613331656,3.502481825016678,-0.00106182501667762,0.06
15641863,3.50188,3.5137,3.4922,49.4187,0.4984199999999998,DISCH,50.27528,15640.849,0.9940000000005966,1.7454091620000007,0.36640411117120186,3.502459259964568,-0.0005792599645682017,0.06
15642867,3.5016799999999995,3.5134,3.4876,50.2683,0.4989799999999998,DISCH,50.28484,15641.853,1.003999999998996,1.7472705140000009,0.36634141495695605,3.5023464637972093,-0.0006664637972098042,0.06
15643868,3.5013,3.5138,3.491,48.9149,0.4969199999999999,DISCH,50.2867,15642.854,1.0010000000002035,1.739870674000001,0.3662660295740031,3.5023877067421934,-0.001087706742193273,0.06
15644861,3.50136,3.5139,3.4875,50.386,0.4973599999999998,DISCH,50.3048,15643.847,0.9930000000003928,1.7414403340000006,0.36619664673615715,3.502262199022759,-0.0009021990227591203,0.06
15645860,3.50152,3.5136,3.4879,49.3903,0.4979599999999998,DISCH,50.29546,15644.846,0.9989999999997964,1.743623034000001,0.36613583212507533,3.5021342227663963,-0.0006142227663961108,0.06
15646857,3.5013400000000003,3.5156,3.4878,49.5177,0.5012799999999998,DISCH,50.29632,15645.843,0.9970000000012078,1.7551588720000004,0.3660778924978609,3.501854496714082,-0.0005144967140817691,0.06
15647856,3.50106,3.5131,3.4905,50.6693,0.5011999999999998,DISCH,50.284180000000006,15646.842,0.9989999999997964,1.7547377600000007,0.36601344498367017,3.5017827199375064,-0.0007227199375066107,0.06
15648849,3.5015,3.5119,3.4913,50.7573,0.5017599999999998,DISCH,50.287040000000005,15647.835,0.992999999998574,1.7569161000000009,0.36596643274728136,3.5016643282610356,-0.0001643282610355179,0.06
15649854,3.50204,3.514,3.4899,50.3885,0.5032799999999998,DISCH,50.2898,15648.84,1.0050000000010186,1.7625080880000006,0.36594021342820443,3.501510238328454,0.0005297616715460585,0.06
15650868,3.5014200000000004,3.511,3.4914,49.7113,0.5019799999999998,DISCH,50.3063,15649.854,1.0139999999992142,1.7576435880000003,0.3658932518516533,3.5015532747748446,-0.00013327477484414985,0.06
15651866,3.50212,3.5132,3.4889,50.4391,0.5017799999999998,DISCH,50.28352,15650.852,0.9980000000014116,1.7572970580000007,0.36587012033037936,3.50150420490286,0.0006157950971399373,0.06
15652872,3.50156,3.5148,3.4907,50.0116,0.5005399999999998,DISCH,50.28292,15651.858,1.0059999999994034,1.7526771260000005,0.365828112502787,3.5015477663077332,1.2233692266772067e-05,0.06
15653882,3.50118,3.5111,3.4899,50.454,0.5004599999999998,DISCH,50.25876,15652.868,1.0100000000002185,1.7522081320000005,0.3657757720760218,3.501496906886026,-0.000316906886026036,0.06
15654874,3.50126,3.5124,3.489,49.9091,0.5002999999999999,DISCH,50.26708,15653.86,0.9920000000001892,1.7516878920000007,0.36572848109963596,3.5014384414530544,-0.0001784414530545675,0.06
15655866,3.50154,3.5091,3.4887,49.7437,0.5003999999999998,DISCH,50.25092,15654.852,0.9920000000001892,1.7521779520000007,0.36569195154665873,3.5013700112718165,0.00016998872818341226,0.06
15656865,3.50128,3.5142,3.4898,50.2364,0.4986199999999998,DISCH,50.262440000000005,15655.851,0.9989999999997964,1.7458105220000006,0.3656454339751304,3.501428404464342,-0.00014840446434183363,0.06
15657875,3.50162,3.51,3.4918,49.9093,0.4988199999999998,DISCH,50.26872,15656.861,1.0100000000002185,1.7466795420000008,0.36561123925160854,3.501354374299262,0.00026562570073807024,0.06
15658868,3.50164,3.5116,3.4917,49.5308,0.4996999999999998,DISCH,50.28396,15657.854,0.992999999998574,1.749768956000001,0.3655813067426411,3.50125728588368,0.0003827141163199599,0.06
15659864,3.50054,3.5113,3.4919,49.832,0.4993999999999998,DISCH,50.2582,15658.85,0.996000000001004,1.7481667860000003,0.36551792270056943,3.501235644735449,-0.0006956447354489192,0.06
15660860,3.5004599999999995,3.5136,3.4895,50.1136,0.4994999999999997,DISCH,50.2521,15659.846,0.9959999999991852,1.7484769460000007,0.365454827124852,3.5011459733403787,-0.0006859733403792312,0.06
15661855,3.49934,3.5143,3.4892,50.169,0.4992599999999997,DISCH,50.254720000000006,15660.841,0.9950000000008004,1.747081506000001,0.3653592729561612,3.5010771757834798,-0.0017371757834796497,0.06
15662849,3.49922,3.5114,3.4925,50.081,0.4990199999999998,DISCH,50.24652,15661.835,0.9939999999987776,1.7461818420000008,0.36526351737639484,3.5009655362135517,-0.0017455362135514463,0.06
15663848,3.49932,3.5124,3.4888,49.5637,0.4986199999999998,DISCH,50.23514,15662.834,0.9990000000016152,1.7448320320000004,0.36517384999777075,3.5008629160135207,-0.0015429160135207454,0.06
15664852,3.49948,3.5086,3.4888,49.68,0.4989399999999998,DISCH,50.24028,15663.838,1.003999999998996,1.7460317280000006,0.365093158715944,3.5007250517352,-0.0012450517352000645,0.06
15665853,3.49928,3.5091,3.4894,49.88,0.4986799999999999,DISCH,50.23456,15664.839,1.0010000000002035,1.7450214720000006,0.36500923064511626,3.500634342869004,-0.0013543428690039327,0.06
15666842,3.5001,3.5084,3.4853,50.255,0.4982799999999998,DISCH,50.24098,15665.828,0.988999999999578,1.7440267760000008,0.36495387663148504,3.50054827536924,-0.0004482753692398589,0.06
15667842,3.5006,3.5092,3.4866,50.0575,0.4979599999999998,DISCH,50.25750000000001,15666.828,1.0,1.7431545040000007,0.3649152462860231,3.5004938404325134,0.0001061595674864968,0.06
15668841,3.5004,3.513,3.4907,49.6167,0.4980199999999998,DISCH,50.2629,15667.827,0.9989999999997964,1.7432645380000007,0.3648721509556048,3.500439301067831,-3.930106783123222e-05,0.06
15669842,3.5006,3.5084,3.4902,49.7482,0.4973199999999999,DISCH,50.261700000000005,15668.828,1.0010000000002035,1.7409154280000003,0.3648356826752488,3.500424386910363,0.0001756130896368724,0.06
15670827,3.50058,3.5125,3.4914,50.0127,0.4965199999999997,DISCH,50.26496,15669.813,0.985000000000582,1.7381050440000003,0.3647993057882313,3.5004252241845086,0.00015477581549117048,0.06
15671832,3.50024,3.511,3.4911,49.5902,0.4973399999999998,DISCH,50.24654,15670.818,1.0049999999991996,1.7408075200000006,0.364754545497283,3.500326815634966,-8.68156349662641e-05,0.06
15672817,3.49982,3.5125,3.4904,49.3264,0.4981799999999998,DISCH,50.26486,15671.803,0.985000000000582,1.7435395360000008,0.3647009089539658,3.500218349902755,-0.0003983499027548909,0.06
15673804,3.50032,3.5132,3.4886,49.752,0.4976999999999998,DISCH,50.28135999999999,15672.79,0.9870000000009896,1.7421087640000006,0.3646640082229482,3.50017629719381,0.0001437028061896939,0.06
15674797,3.50076,3.5111,3.4903,50.0092,0.4974599999999999,DISCH,50.29036,15673.783,0.992999999998574,1.7414880040000007,0.36464156927199903,3.500141686778986,0.0006183132210142439,0.06
15675806,3.5004600000000003,3.5105,3.4895,49.8,0.4972999999999998,DISCH,50.29874,15674.792,1.0090000000000146,1.7407796040000008,0.3646098333931656,3.5001208033353097,0.00033919666469062193,0.06
15676816,3.5007,3.5106,3.4924,49.9348,0.4962999999999998,DISCH,50.30944,15675.802,1.0100000000002185,1.7373975560000006,0.36458500879140693,3.500138972245118,0.000561027754882204,0.06
15677811,3.50072,3.5085,3.4891,49.5294,0.4963799999999998,DISCH,50.28908,15676.797,0.9950000000008004,1.737687552000001,0.36456256151570543,3.5001022246157705,0.0006177753842293576,0.06
15678814,3.5003,3.5096,3.4898,49.1955,0.4977799999999998,DISCH,50.25874,15677.8,1.0029999999987922,1.7423776640000006,0.36453019506831374,3.4999879993497007,0.0003120006502994599,0.06
15679813,3.4994,3.5119,3.4888,50.1241,0.4985199999999998,DISCH,50.26186,15678.799,0.9990000000016152,1.744517392000001,0.3644727615852923,3.499901018097138,-0.000501018097137873,0.06
15680811,3.49994,3.5112,3.4884,50.4917,0.4984399999999998,DISCH,50.28144,15679.797,0.9979999999995924,1.7445042320000006,0.364434292791231,3.499830076142753,0.00010992385724684084,0.06
15681813,3.49916,3.5105,3.4916,50.1495,0.4994999999999998,DISCH,50.29136,15680.799,1.0020000000004077,1.7478275880000005,0.36437496751106424,3.4997153618286236,-0.0005553618286238127,0.06
15682798,3.49928,3.5117,3.4854,49.5754,0.4997399999999998,DISCH,50.29093999999999,15681.784,0.9849999999987632,1.7487277320000008,0.36432289447924115,3.4996235758029424,-0.0003435758029421976,0.06
15683795,3.49888,3.5089,3.4897,49.6315,0.4983399999999998,DISCH,50.30472,15682.781,0.9970000000012078,1.7436297520000008,0.3642575913672757,3.4996383336375487,-0.0007583336375485139,0.06
15684801,3.49926,3.5092,3.4868,50.0896,0.4976599999999997,DISCH,50.30364,15683.787,1.0059999999994034,1.7414410100000008,0.36420515316993923,3.499592518038264,-0.00033251803826406245,0.06
15685803,3.49886,3.5127,3.4857,49.7639,0.4993199999999998,DISCH,50.2823,15684.789,1.0020000000004077,1.747052912000001,0.36414558255714485,3.499423741449214,-0.0005637414492141168,0.06
15686802,3.49884,3.5102,3.4864,49.7624,0.4996999999999998,DISCH,50.27424,15685.788,0.9989999999997964,1.7483719720000006,0.36408862343721493,3.4993224386993136,-0.0004824386993136365,0.06
15687801,3.49838,3.5085,3.489,50.267,0.5001399999999998,DISCH,50.29052,15686.787,0.9989999999997964,1.7496808080000008,0.3640205299323468,3.4992208097614768,-0.0008408097614767129,0.06
15688801,3.49914,3.5114,3.487,49.9276,0.5009399999999998,DISCH,50.2689,15687.787,1.0,1.752859712000001,0.36398013486416697,3.4990827889835625,5.721101643763049e-05,0.06
15689795,3.49868,3.5097,3.4879,50.1746,0.5019599999999999,DISCH,50.27392,15688.781,0.9940000000005966,1.7561972300000008,0.3639292022842553,3.4989684929929687,-0.00028849299296895836,0.06
15690784,3.4984200000000003,3.5076,3.4886,50.1305,0.5009599999999998,DISCH,50.28098,15689.77,0.988999999999578,1.752568232000001,0.36387072453904085,3.498961656020838,-0.0005416560208377774,0.06
15691785,3.4986200000000003,3.5103,3.4869,50.3911,0.5007599999999999,DISCH,50.2836,15690.771,1.0010000000002035,1.7519684520000005,0.3638199894143712,3.4988958258408114,-0.00027582584081109474,0.06
15692783,3.4992600000000005,3.5109,3.4878,49.6468,0.4991999999999998,DISCH,50.2574,15691.769,0.9979999999995924,1.7468280040000006,0.3637884953326119,3.498922800643988,0.0003371993560126185,0.06
15693790,3.49908,3.5097,3.4852,49.9845,0.4981599999999997,DISCH,50.27688,15692.776,1.006999999999607,1.7430975440000007,0.36375050395429054,3.498943248933237,0.00013675106676336313,0.06
15694786,3.4993000000000003,3.509,3.4879,49.5593,0.4988799999999997,DISCH,50.2442,15693.772,0.996000000001004,1.7457267800000007,0.36372260060835593,3.498850433413976,0.00044956658602446353,0.06
15695780,3.49916,3.5106,3.4897,49.6071,0.4990599999999998,DISCH,50.21754,15694.766,0.9939999999987776,1.7462867440000007,0.36369190295288667,3.4988028948806313,0.00035710511936848377,0.06
15696776,3.49974,3.5114,3.4857,50.6404,0.4995799999999998,DISCH,50.2209,15695.762,0.996000000001004,1.7483965500000007,0.3636812652415751,3.4987310087393135,0.0010089912606865425,0.06
15697787,3.49944,3.5096,3.4903,49.7909,0.4998999999999998,DISCH,50.22982,15696.773,1.010999999998603,1.7493679620000009,0.3636617355660159,3.49869689955769,0.000743100442309963,0.06
15698794,3.4991,3.5105,3.4911,50.1952,0.5016799999999998,DISCH,50.22042,15697.78,1.007000000001426,1.7554265840000007,0.3636357992211752,3.498564345435187,0.0005356545648127486,0.06
15699781,3.49902,3.5101,3.4906,49.6656,0.5011599999999998,DISCH,50.26384,15698.767,0.9869999999991704,1.753567324000001,0.3636083309134054,3.498562483941817,0.00045751605818278307,0.06
15700780,3.4995,3.5106,3.4872,50.5113,0.5027599999999998,DISCH,50.27192,15699.766,0.9989999999997964,1.7594066200000007,0.36359920862817746,3.4984293828919206,0.0010706171080792082,0.06
15701782,3.4989,3.5094,3.4859,50.5023,0.5031199999999998,DISCH,50.25386,15700.768,1.0020000000004077,1.760365348000001,0.3635723962766902,3.498395534775929,0.0005044652240711045,0.06
15702777,3.49886,3.5095,3.4875,50.6104,0.5030799999999999,DISCH,50.26378,15701.763,0.9950000000008004,1.7602054720000009,0.36354565441738945,3.498362940973037,0.0004970590269630648,0.06
15703774,3.4989599999999994,3.5099,3.4858,50.3845,0.5000599999999997,DISCH,50.255480000000006,15702.76,0.9969999999993888,1.7496890020000009,0.36351765288722976,3.4985090672416983,0.0004509327583011036,0.06
15704777,3.499,3.51,3.4865,49.6332,0.4990599999999998,DISCH,50.24142,15703.763,1.0030000000006112,1.7462114780000006,0.3634900153415257,3.498531886229006,0.0004681137709940941,0.06
15705792,3.49862,3.5095,3.4868,48.8533,0.4976599999999999,DISCH,50.26242,15704.778,1.014999999999418,1.7411216420000006,0.3634487692272357,3.4985789000648535,4.109993514633814e-05,0.06
15706800,3.49824,3.5087,3.4851,50.0234,0.4968599999999998,DISCH,50.25652,15705.786,1.0079999999998108,1.7381334200000005,0.36339630074487206,3.498572936124155,-0.00033293612415485896,0.06
15707798,3.4979600000000004,3.5067,3.4859,49.8306,0.4976799999999999,DISCH,50.2615,15706.784,0.9979999999995924,1.740863086000001,0.36333916436261526,3.4984549442973756,-0.0004949442973751772,0.06
15708792,3.49762,3.5089,3.4865,50.012,0.4999199999999998,DISCH,50.28544,15707.778,0.9940000000005966,1.7485304380000006,0.36327797717921373,3.4982451040255103,-0.0006251040255103035,0.06
15709781,3.49792,3.5122,3.4894,50.0893,0.5007599999999999,DISCH,50.29476,15708.767,0.988999999999578,1.7516195860000008,0.3632302773430137,3.498114128732734,-0.0001941287327338337,0.06
15710794,3.49778,3.5109,3.4845,50.1306,0.5024199999999999,DISCH,50.275780000000005,15709.78,1.0130000000008297,1.7573555480000007,0.36318217007771003,3.497950047838476,-0.00017004783847607285,0.06
15711801,3.49872,3.5087,3.4869,50.226,0.5043599999999998,DISCH,50.29388,15710.787,1.006999999999607,1.764616648000001,0.36316883073195966,3.497770269135212,0.000949730864788112,0.06
15712797,3.49884,3.507,3.485,50.7492,0.5040399999999999,DISCH,50.2939,15711.783,0.9959999999991852,1.763557044000001,0.36315963202788304,3.49777251439099,0.0010674856090098217,0.06
15713800,3.49902,3.5093,3.4865,50.9028,0.5042399999999998,DISCH,50.28818,15712.786,1.0030000000006112,1.764346900000001,0.36315645442313804,3.497747958773066,0.0012720412269335846,0.06
15714802,3.49886,3.5098,3.4862,50.0259,0.5044599999999998,DISCH,50.27622,15713.788,1.0020000000004077,1.7650359720000008,0.36314888337336015,3.497730596196835,0.0011294038031652853,0.06
15715809,3.49872,3.508,3.4872,50.1796,0.5012599999999998,DISCH,50.28098,15714.795,1.006999999999607,1.7537751620000008,0.3631313965430633,3.4979126809829744,0.0008073190170256872,0.06
15716816,3.4977,3.5083,3.4863,50.4938,0.4986999999999998,DISCH,50.27496,15715.802,1.006999999999607,1.7443066300000003,0.36307848702183176,3.4980434866025014,-0.0003434866025013861,0.06
15717809,3.49756,3.5079,3.4859,49.0191,0.4986199999999998,DISCH,50.25279999999999,15716.795,0.9930000000003928,1.743956856000001,0.36302382595670546,3.4979792360692894,-0.00041923606928939705,0.06
15718814,3.49746,3.5098,3.4868,49.5326,0.4986399999999998,DISCH,50.24986,15717.8,1.0049999999991996,1.7439765900000008,0.36296785475834376,3.4979052221530904,-0.00044522215309061863,0.06
15719813,3.497,3.5089,3.4865,49.9331,0.4972999999999998,DISCH,50.26118,15718.799,0.9990000000016152,1.7390596540000007,0.3628977851877634,3.497912227133575,-0.0009122271335750831,0.06
15720808,3.49716,3.5097,3.4868,50.3855,0.4999999999999998,DISCH,50.2871,15719.794,0.9949999999989814,1.748581814000001,0.3628404956630127,3.497657665131811,-0.0004976651318111536,0.06
15721805,3.49736,3.5095,3.4864,49.8025,0.5019999999999999,DISCH,50.30036,15720.791,0.9969999999993888,1.7556749740000008,0.36279521643779766,3.497461716289791,-0.00010171628979094294,0.06
15722805,3.49738,3.5102,3.4865,50.5665,0.5012399999999999,DISCH,50.32596,15721.791,1.0,1.7530260920000007,0.3627509350204575,3.49744746954943,-6.746954943004368e-05,0.06
15723805,3.4975,3.5078,3.4862,50.5439,0.5012999999999999,DISCH,50.31736,15722.791,1.0,1.7532962660000009,0.36271228666096006,3.4973854160276705,0.00011458397232955164,0.06
15724806,3.49716,3.5104,3.4846,49.5209,0.5010399999999998,DISCH,50.30466,15723.792,1.0010000000002035,1.752218402000001,0.36266418588922555,3.4973499774411856,-0.00018997744118554039,0.06
15725810,3.4965,3.5086,3.4852,50.13,0.4992199999999999,DISCH,50.29606,15724.796,1.004000000000815,1.7455254760000003,0.36259425570493764,3.497395725450775,-0.0008957254507748758,0.06
15726807,3.4965200000000003,3.5068,3.4862,49.6437,0.4969999999999998,DISCH,50.26526,15725.793,0.9969999999993888,1.7377720300000008,0.36252390775039417,3.497437259054862,-0.0009172590548618409,0.06
15727802,3.49636,3.506,3.4836,49.568,0.4967999999999998,DISCH,50.2529,15726.788,0.9950000000008004,1.7369932740000007,0.3624508625852945,3.4973556653641062,-0.000995665364106113,0.06
15728810,3.49608,3.5062,3.4857,49.6315,0.4971199999999998,DISCH,50.25136,15727.796,1.0079999999998108,1.7379715540000007,0.36237180548772313,3.4972356640922815,-0.0011556640922814054,0.06
15729820,3.4962000000000004,3.5053,3.4854,49.4264,0.4972599999999998,DISCH,50.269000000000005,15728.806,1.0100000000002185,1.7385204580000009,0.3623002410019597,3.497118881445395,-0.0009188814453944261,0.06
15730818,3.49632,3.5078,3.4855,50.3095,0.4979199999999998,DISCH,50.24192,15729.804,0.9979999999995924,1.7408866000000007,0.36223736620991526,3.4969819010677052,-0.0006619010677053616,0.06
15731828,3.49602,3.5085,3.484,49.7163,0.4981999999999998,DISCH,50.27228,15730.814,1.0100000000002185,1.7417169580000007,0.36216778162955277,3.4968782862369596,-0.0008582862369594935,0.06
15732824,3.49578,3.5065,3.4876,50.0182,0.4996199999999998,DISCH,50.26516,15731.81,0.9959999999991852,1.7465634040000004,0.36209681659095944,3.49669844596549,-0.0009184459654902888,0.06
15733824,3.4951,3.5073,3.4854,49.6343,0.4981799999999998,DISCH,50.26056,15732.81,1.0,1.7411899080000008,0.3620047140374389,3.49668761018257,-0.0015876101825700317,0.06
15734820,3.4946200000000003,3.5075,3.4828,50.1813,0.4987999999999998,DISCH,50.22769999999999,15733.806,0.996000000001004,1.7431165680000007,0.3619028193729097,3.4965244539781444,-0.001904453978144094,0.06
15735822,3.49472,3.5075,3.486,49.6683,0.4985399999999998,DISCH,50.25656,15734.808,1.0020000000004077,1.7422576840000006,0.36180785259084935,3.4964002161490524,-0.0016802161490523382,0.06
15736826,3.49418,3.5098,3.4845,49.9508,0.4995799999999998,DISCH,50.24906,15735.812,1.003999999998996,1.7456224060000007,0.36170186805765747,3.4962075442194576,-0.0020275442194575,0.06
15737828,3.4942,3.5033,3.4823,49.7279,0.4974599999999998,DISCH,50.24642,15736.814,1.0020000000004077,1.7382196380000008,0.36159741146075264,3.496189981115834,-0.0019899811158339276,0.06
15738822,3.49428,3.5063,3.4856,50.0917,0.4977999999999998,DISCH,50.27254,15737.808,0.9940000000005966,1.7394473240000008,0.3615009609320654,3.4960269699349493,-0.0017469699349494938,0.06
15739824,3.4946,3.505,3.4843,49.0728,0.4965199999999997,DISCH,50.27476,15738.81,1.0019999999985885,1.7351349080000005,0.3614161128520947,3.4959713904222496,-0.00137139042224943,0.06
15740809,3.49484,3.5062,3.4852,50.0841,0.4977799999999998,DISCH,50.27112,15739.795,0.985000000000582,1.7396601200000006,0.36134540424490713,3.49578043899969,-0.0009404389996898743,0.06
15741801,3.4954,3.5077,3.4833,49.5245,0.4979199999999998,DISCH,50.27372,15740.787,0.9920000000001892,1.7404302460000007,0.3612952337456274,3.495674801089663,-0.00027480108966315697,0.06
15742805,3.4953200000000004,3.5052,3.4882,50.5183,0.4991599999999998,DISCH,50.27944,15741.791,1.003999999998996,1.7447262860000006,0.3612464603853015,3.4955308711670385,-0.00021087116703810693,0.06
15743800,3.4955800000000004,3.505,3.4854,50.1884,0.5001799999999998,DISCH,50.2721,15742.786,0.9950000000008004,1.7484210520000008,0.36121008502163193,3.495403287322478,0.00017671267752250586,0.06
15744801,3.4958,3.5057,3.486,49.6363,0.5009599999999998,DISCH,50.291,15743.787,1.0010000000002035,1.751256088000001,0.36118327791325944,3.495306243160916,0.0004937568390839253,0.06
15745792,3.49574,3.5062,3.4834,50.2663,0.5004399999999999,DISCH,50.27534,15744.778,0.9909999999999854,1.7494077600000009,0.3611552068457129,3.495301373371558,0.00043862662844196265,0.06
15746792,3.4954,3.5083,3.4845,49.7166,0.5000199999999998,DISCH,50.28686,15745.778,1.0,1.747769600000001,0.3611166175559522,3.495287665343973,0.00011233465602700221,0.06
15747792,3.49574,3.5071,3.4834,50.0945,0.5007199999999998,DISCH,50.29218,15746.778,1.0,1.750387042000001,0.3610915102713356,3.49519274489945,0.0005472551005500925,0.06
15748794,3.49638,3.5054,3.4846,50.0617,0.5007999999999998,DISCH,50.2943,15747.78,1.0020000000004077,1.7509893460000008,0.36108744492378864,3.4951534411886844,0.0012265588113153925,0.06
15749805,3.49658,3.505,3.4855,49.8901,0.5025399999999999,DISCH,50.30338,15748.791,1.010999999998603,1.757172508000001,0.3610924989384011,3.495042752309702,0.0015372476902979493,0.06
15750808,3.49656,3.5066,3.486,50.3608,0.5028399999999997,DISCH,50.31222,15749.794,1.0030000000006112,1.758211336000001,0.3610975545679911,3.4950321013990258,0.0015278986009743534,0.06
15751812,3.4964800000000005,3.5055,3.4808,50.7409,0.5023199999999998,DISCH,50.30076,15750.798,1.004000000000815,1.7563546720000005,0.36109892133339166,3.4950702262179334,0.0014097737820670808,0.06
15752801,3.49534,3.504,3.4836,50.4843,0.5023199999999999,DISCH,50.31287999999999,15751.787,0.988999999999578,1.755784330000001,0.3610654005568376,3.495072966169337,0.000267033830663177,0.06
15753812,3.49384,3.5052,3.4835,49.9597,0.5011599999999998,DISCH,50.31884,15752.798,1.011000000000422,1.750978586000001,0.3609837542023493,3.4950955280813174,-0.0012555280813173475,0.06
15754812,3.49368,3.5038,3.4816,49.9958,0.4988399999999998,DISCH,50.2939,15753.798,1.0,1.7427879540000006,0.3608969321061463,3.4951238336974018,-0.001443833697401864,0.06
